Image,Description,Ground Truth
cju85fc11ljr40818edpb0inh.png,"two large white round polyp, located in top left, right of the image
",cju85fc11ljr40818edpb0inh.png
cju45jpvfn6c809873pv1i34s.png,"one medium white oval polyp, located in center of the image
",cju45jpvfn6c809873pv1i34s.png
cju0sxqiclckk08551ycbwhno.png,"one small yellow oval polyp, located in right of the image
",cju0sxqiclckk08551ycbwhno.png
cju2s2527pfyr0993l3h1149a.png,"one small pink circle polyp, located in bottom right of the image
",cju2s2527pfyr0993l3h1149a.png
cju6ut4l8va6y0755tyw3vfqq.png,"one small white circle polyp, located in right of the image
",cju6ut4l8va6y0755tyw3vfqq.png
cju8adb60qbiu080188mxpf8d.png,"one small brown circle polyp, located in right of the image
",cju8adb60qbiu080188mxpf8d.png
cju43eigtm6ev0801mv0m96t1.png,"two large white round polyp, located in top left, center of the image
",cju43eigtm6ev0801mv0m96t1.png
cju34i3qvcyog0855qiejxx5w.png,"one medium brown round polyp, located in center of the image
",cju34i3qvcyog0855qiejxx5w.png
cju2urqpwvxw70835rvndvtsi.png,"one small brown round polyp, located in top of the image
",cju2urqpwvxw70835rvndvtsi.png
cju7d6ux323ze0987xos3srkx.png,"one large orange round polyp, located in center of the image
",cju7d6ux323ze0987xos3srkx.png
cju30ov1oah920801mi8thuyg.png,"one small white round polyp, located in top right of the image
",cju30ov1oah920801mi8thuyg.png
cju2xbk0080y80801eghyddi2.png,"one small orange round polyp, located in top of the image
",cju2xbk0080y80801eghyddi2.png
cju6wuojavt740818b5qcv3iw.png,"one medium orange round polyp, located in center of the image
",cju6wuojavt740818b5qcv3iw.png
cju2r91dg2k090801bh0xzbxk.png,"one small pink oval polyp, located in center of the image
",cju2r91dg2k090801bh0xzbxk.png
cju8432cmkgq90871cxe4iptl.png,"one medium orange round polyp, located in center of the image
",cju8432cmkgq90871cxe4iptl.png
cju8ando2qqdo0818ck7i1be1.png,"one medium orange oval polyp, located in right of the image
",cju8ando2qqdo0818ck7i1be1.png
cju8c2rqzs5t80850d0zky5dy.png,"one large yellow a large bone polyp, located in right of the image
",cju8c2rqzs5t80850d0zky5dy.png
cju3x7xsaijq80818f0psavav.png,"one medium yellow round polyp, located in bottom of the image
",cju3x7xsaijq80818f0psavav.png
cju2xyd9vyi7m098831qcucse.png,"one medium brown kidney polyp, located in center of the image
",cju2xyd9vyi7m098831qcucse.png
cju84ffdzkrjn08183jh1fxmb.png,"one small white round polyp, located in bottom right of the image
",cju84ffdzkrjn08183jh1fxmb.png
cju2pkwt3r8b90988v2ywq1px.png,"one small white round polyp, located in left of the image
",cju2pkwt3r8b90988v2ywq1px.png
cju7es23b2vcp0755gpbm9s7v.png,"two large yellow round polyp, located in top left, right of the image
",cju7es23b2vcp0755gpbm9s7v.png
cju8bi8q7rlmn0871abc5ch8k.png,"one small brown round polyp, located in top right of the image
",cju8bi8q7rlmn0871abc5ch8k.png
cju7ezs7g2mxm098787atbran.png,"one small white round polyp, located in right of the image
",cju7ezs7g2mxm098787atbran.png
cju2ysg748ru80878sp6j0gm0.png,"two medium orange round polyp, located in top left, center of the image
",cju2ysg748ru80878sp6j0gm0.png
cju5waeduln160817w0agirve.png,"one medium tan round polyp, located in center of the image
",cju5waeduln160817w0agirve.png
cju847pxykriq0755268ktrk2.png,"one medium orange round polyp, located in center of the image
",cju847pxykriq0755268ktrk2.png
cju33belnbyhm0878yxl42233.png,"two small brown round polyp, located in center, bottom right of the image
",cju33belnbyhm0878yxl42233.png
cju7dubap2g0w0801fgl42mg9.png,"one medium pink round polyp, located in right of the image
",cju7dubap2g0w0801fgl42mg9.png
cju6v5ilsv8hk0850rb5sgh6o.png,"one small brown circle polyp, located in right of the image
",cju6v5ilsv8hk0850rb5sgh6o.png
cju7efffp2ivf0817etg3jehl.png,"one large orange round polyp, located in center of the image
",cju7efffp2ivf0817etg3jehl.png
cju5u4pywk81x0817vn9pe14z.png,"one small yellow circle polyp, located in right of the image
",cju5u4pywk81x0817vn9pe14z.png
cju83wwn1k55e0850kw6i2d81.png,"one small white round polyp, located in right of the image
",cju83wwn1k55e0850kw6i2d81.png
cju7csvlb22fr0850lvm45n3x.png,"two medium white round polyp, located in top left, right of the image
",cju7csvlb22fr0850lvm45n3x.png
cju3tsh4lfsok0987w6x3a0v1.png,"one large white round polyp, located in center of the image
",cju3tsh4lfsok0987w6x3a0v1.png
cju3ykamdj9u208503pygyuc8.png,"two small pink circle polyp, located in center, center of the image
",cju3ykamdj9u208503pygyuc8.png
cju2qu37qobl50993aw7ghcfq.png,"one small white round polyp, located in center of the image
",cju2qu37qobl50993aw7ghcfq.png
cju7evxt12m730987rxivne3x.png,"two large white round polyp, located in top left, center of the image
",cju7evxt12m730987rxivne3x.png
cju8c6hnxsdvr0801wn0vrsa6.png,"one small brown triangular polyp, located in center of the image
",cju8c6hnxsdvr0801wn0vrsa6.png
cju8bafgqrf4x0818twisk3ea.png,"one medium white circle polyp, located in center of the image
",cju8bafgqrf4x0818twisk3ea.png
cju8dic9mtppa0987swn23wbc.png,"two medium white round polyp, located in top left, bottom of the image
",cju8dic9mtppa0987swn23wbc.png
cju8doa16u5gh0818w1ywda3q.png,"two large brown round polyp, located in top left, center of the image
",cju8doa16u5gh0818w1ywda3q.png
cju2htabevq9108015qjei0x7.png,"one large white round polyp, located in left of the image
",cju2htabevq9108015qjei0x7.png
cju3xtufwiv9c0818djsc4cqd.png,"one small white round polyp, located in center of the image
",cju3xtufwiv9c0818djsc4cqd.png
cju8b5p40r2c60987ofa0mu03.png,"one small white round polyp, located in center of the image
",cju8b5p40r2c60987ofa0mu03.png
cju2qn2fzs1vy0988l243cvzy.png,"one medium yellow round polyp, located in bottom right of the image
",cju2qn2fzs1vy0988l243cvzy.png
cju83ipu3jwpx0801z5pvguf8.png,"one small white round polyp, located in bottom of the image
",cju83ipu3jwpx0801z5pvguf8.png
cju87kbcen2av0987usezo8kn.png,"two small white round polyp, located in top right, center of the image
",cju87kbcen2av0987usezo8kn.png
cju5wj0faly5008187n6530af.png,"one medium white oval polyp, located in center of the image
",cju5wj0faly5008187n6530af.png
cju6vqarjv7yo0987q4b1btk1.png,"one medium white oval polyp, located in right of the image
",cju6vqarjv7yo0987q4b1btk1.png
cju2xwm1s84l50799i60mq0pu.png,"one small white oval polyp, located in top right of the image
",cju2xwm1s84l50799i60mq0pu.png
cju88evxanv9r08176zkeovec.png,"one medium orange round polyp, located in right of the image
",cju88evxanv9r08176zkeovec.png
cjyzufihqquiw0a46jatrbwln.png,"one large orange round polyp, located in right of the image
",cjyzufihqquiw0a46jatrbwln.png
cju330ofbc2l30801th5g3hw6.png,"one small white circle polyp, located in bottom right of the image
",cju330ofbc2l30801th5g3hw6.png
cju2u2b9o4zvp08788qb9nqxj.png,"one medium white round polyp, located in center of the image
",cju2u2b9o4zvp08788qb9nqxj.png
cju3y54kwj3nr0801biidlb4e.png,"two large red round polyp, located in top left, center of the image
",cju3y54kwj3nr0801biidlb4e.png
cju7ekbo32pft0871fv7kzwb9.png,"one small tan oval polyp, located in bottom right of the image
",cju7ekbo32pft0871fv7kzwb9.png
cju2hdr06v2bq0799mbm3bks1.png,"two medium white round polyp, located in top left, right of the image
",cju2hdr06v2bq0799mbm3bks1.png
cju5wcc90lu020850mjrxppv6.png,"one medium white triangular polyp, located in right of the image
",cju5wcc90lu020850mjrxppv6.png
cju2z1nxlzaj40835wj81s1iy.png,"one medium white round polyp, located in center of the image
",cju2z1nxlzaj40835wj81s1iy.png
cju6z1bzbwfq50817b2alatvr.png,"two large white round polyp, located in top left, right of the image
",cju6z1bzbwfq50817b2alatvr.png
cju3ya7goj6at0818v2l5ay7f.png,"two small white oval polyp, located in center, center of the image
",cju3ya7goj6at0818v2l5ay7f.png
cju2pjb9v0ywn0878j5g5n69j.png,"one medium pink oval polyp, located in center of the image
",cju2pjb9v0ywn0878j5g5n69j.png
cju88gx09o2vk0818610zody3.png,"one small tan round polyp, located in right of the image
",cju88gx09o2vk0818610zody3.png
cju2hfqnmhisa0993gpleeldd.png,"two small white triangular polyp, located in center, bottom right of the image
",cju2hfqnmhisa0993gpleeldd.png
cju85plp7lmkw0850rx42jdpf.png,"two large white round polyp, located in top left, right of the image
",cju85plp7lmkw0850rx42jdpf.png
cju7dymur2od30755eg8yv2ht.png,"one medium white round polyp, located in top of the image
",cju7dymur2od30755eg8yv2ht.png
cju84jdl9kv0i0871eog9b3i9.png,"one medium white round polyp, located in center of the image
",cju84jdl9kv0i0871eog9b3i9.png
cju1871y11d6r0799k6cw4yze.png,"one medium tan round polyp, located in left of the image
",cju1871y11d6r0799k6cw4yze.png
cju5f0dezct4q08183ydw11dx.png,"one medium white round polyp, located in right of the image
",cju5f0dezct4q08183ydw11dx.png
cju8ceacrsqkr0755hdz145es.png,"one small white round polyp, located in top of the image
",cju8ceacrsqkr0755hdz145es.png
cju2uy8ox62jo0801g88hh42z.png,"one small tan oval polyp, located in right of the image
",cju2uy8ox62jo0801g88hh42z.png
cju2yljr0yzhw0988ecf271ly.png,"one medium white round polyp, located in center of the image
",cju2yljr0yzhw0988ecf271ly.png
cju5cu8qkb84x08186jwo8yin.png,"one small white round polyp, located in right of the image
",cju5cu8qkb84x08186jwo8yin.png
cju5bycdkalkb09875f7bfrvx.png,"one medium white round polyp, located in center of the image
",cju5bycdkalkb09875f7bfrvx.png
cju1bm8063nmh07996rsjjemq.png,"one medium yellow round polyp, located in right of the image
",cju1bm8063nmh07996rsjjemq.png
cju3280wv1ir009882jze27tc.png,"one medium brown round polyp, located in center of the image
",cju3280wv1ir009882jze27tc.png
cju5yeqiwmkgl0801fzv2douc.png,"two small, medium yellow round polyp, located in top right, bottom right of the image
",cju5yeqiwmkgl0801fzv2douc.png
cju77b3wyz4160755qis4ljsb.png,"one small white circle polyp, located in bottom of the image
",cju77b3wyz4160755qis4ljsb.png
cju3y21quj0ir0818kgjagr15.png,"one medium white round polyp, located in center of the image
",cju3y21quj0ir0818kgjagr15.png
cju45pm27n80u08174kyow1gj.png,"one medium white heart polyp, located in bottom right of the image
",cju45pm27n80u08174kyow1gj.png
cju8cbsyssiqj0871gr4jedjp.png,"one medium brown round polyp, located in top of the image
",cju8cbsyssiqj0871gr4jedjp.png
cju8bysfgrzkl081786jwac09.png,"one medium orange round polyp, located in right of the image
",cju8bysfgrzkl081786jwac09.png
cju8axq24r4an0755yhv9d4ly.png,"one small tan round polyp, located in right of the image
",cju8axq24r4an0755yhv9d4ly.png
cju7aqkue1i2k09879uzcpt8r.png,"one small white triangular polyp, located in right of the image
",cju7aqkue1i2k09879uzcpt8r.png
cju886ryxnsl50801r93jai7q.png,"one medium white round polyp, located in center of the image
",cju886ryxnsl50801r93jai7q.png
cju7b1ygu1msd0801hywhy0mc.png,"one medium white circle polyp, located in right of the image
",cju7b1ygu1msd0801hywhy0mc.png
cju0u2g7pmnux0801vkk47ivj.png,"two medium white round polyp, located in top left, center of the image
",cju0u2g7pmnux0801vkk47ivj.png
cju7fmvpk2q170987v6i3ola8.png,"one medium white round polyp, located in left of the image
",cju7fmvpk2q170987v6i3ola8.png
cju83nwu1jxte0987h1krpfmv.png,"one medium yellow round polyp, located in right of the image
",cju83nwu1jxte0987h1krpfmv.png
cju8a84g0q76m0818hwiggkod.png,"one large orange round polyp, located in center of the image
",cju8a84g0q76m0818hwiggkod.png
cju41r6v2lcww0871ps8k8pf5.png,"one medium white oval polyp, located in center of the image
",cju41r6v2lcww0871ps8k8pf5.png
cju5xjn5mm78b09871spyqhhr.png,"one medium white round polyp, located in top right of the image
",cju5xjn5mm78b09871spyqhhr.png
cjyzu9th0qt4r0a46pyl4zik0.png,"one small white round polyp, located in left of the image
",cjyzu9th0qt4r0a46pyl4zik0.png
cju85qefyln6v0850szeb9byi.png,"two large white round polyp, located in top left, right of the image
",cju85qefyln6v0850szeb9byi.png
cju6wjm81vgsc0987enk9n3pr.png,"one medium white round polyp, located in bottom of the image
",cju6wjm81vgsc0987enk9n3pr.png
cju5boicjagt20871b1fotkh4.png,"two large white round polyp, located in top left, right of the image
",cju5boicjagt20871b1fotkh4.png
cju6vifjlv55z0987un6y4zdo.png,"two large white round polyp, located in top left, center of the image
",cju6vifjlv55z0987un6y4zdo.png
cju34repocy5208780gswillm.png,"two medium white flat polyp, located in top left, bottom of the image
",cju34repocy5208780gswillm.png
cju5vwbr4lhqn0987a1pji0ux.png,"one small pink round polyp, located in bottom left of the image
",cju5vwbr4lhqn0987a1pji0ux.png
cju2yi9tz8vky0801yqip0xyl.png,"one medium white round polyp, located in center of the image
",cju2yi9tz8vky0801yqip0xyl.png
cju8apjewqrk00801k5d71gky.png,"one medium white round polyp, located in bottom right of the image
",cju8apjewqrk00801k5d71gky.png
cju7d3oc82cho0755dajlwldz.png,"one medium pink round polyp, located in center of the image
",cju7d3oc82cho0755dajlwldz.png
cju2p4ddkmzxj0993p94o62av.png,"one medium white round polyp, located in bottom of the image
",cju2p4ddkmzxj0993p94o62av.png
cju885ikhnmkn09878s2lqtuh.png,"one medium brown round polyp, located in center of the image
",cju885ikhnmkn09878s2lqtuh.png
cju2trbpkv0c00988hxla5dzz.png,"one medium orange round polyp, located in top of the image
",cju2trbpkv0c00988hxla5dzz.png
cju8b8yair65w09878pyqtr96.png,"two medium white round polyp, located in top left, bottom right of the image
",cju8b8yair65w09878pyqtr96.png
cju7fen322ou10817ziqkob4k.png,"three small, medium brown round polyp, located in top left, top left, right of the image
",cju7fen322ou10817ziqkob4k.png
cju8alhigqn2h0801zksudldd.png,"one medium brown round polyp, located in right of the image
",cju8alhigqn2h0801zksudldd.png
cju7fnfv02tt90801djnix9m8.png,"one small tan round polyp, located in center of the image
",cju7fnfv02tt90801djnix9m8.png
cju84hibuktj80871u519o71q.png,"one small white circle polyp, located in right of the image
",cju84hibuktj80871u519o71q.png
cju85dx63lic408017f0l0400.png,"one small white round polyp, located in center of the image
",cju85dx63lic408017f0l0400.png
cju33x0f22peh0988g0ln7w5v.png,"one small orange circle polyp, located in center of the image
",cju33x0f22peh0988g0ln7w5v.png
cju5knbbqfipk080128cggukq.png,"one large white circle polyp, located in right of the image
",cju5knbbqfipk080128cggukq.png
cju8d4jgatgpj0871q2ophhkm.png,"one medium pink round polyp, located in right of the image
",cju8d4jgatgpj0871q2ophhkm.png
cju858eswlepn0871pzvdrhj1.png,"two medium yellow round polyp, located in top left, bottom right of the image
",cju858eswlepn0871pzvdrhj1.png
cju7frtqu2xa20818wq8r9fzf.png,"two medium yellow round polyp, located in top left, bottom of the image
",cju7frtqu2xa20818wq8r9fzf.png
cju1g4nsb6ngy0799l4ezm8ab.png,"one medium orange round polyp, located in center of the image
",cju1g4nsb6ngy0799l4ezm8ab.png
cju302fqq9spc0878rrygyzzz.png,"one medium white round polyp, located in center of the image
",cju302fqq9spc0878rrygyzzz.png
cju306x7w05nb0835cunv799x.png,"one medium white round polyp, located in top of the image
",cju306x7w05nb0835cunv799x.png
cju33eqwbcch208012jikwdky.png,"one medium yellow round polyp, located in bottom right of the image
",cju33eqwbcch208012jikwdky.png
cju2omjpeqj5a0988pjdlb8l1.png,"one medium orange round polyp, located in center of the image
",cju2omjpeqj5a0988pjdlb8l1.png
cju5vcmrqla7i0817x4sp4pqw.png,"one small yellow round polyp, located in right of the image
",cju5vcmrqla7i0817x4sp4pqw.png
cju31y80qbawn0801twwm2l5s.png,"one medium orange round polyp, located in center of the image
",cju31y80qbawn0801twwm2l5s.png
cju6vta3kvazg0817qbeppjtm.png,"one medium red large polyp, located in right of the image
",cju6vta3kvazg0817qbeppjtm.png
cju85ia1slh220987y7c20sm2.png,"one small white circle polyp, located in right of the image
",cju85ia1slh220987y7c20sm2.png
cju7dhpsc2dnn0818025m6857.png,"two large red round polyp, located in top left, center of the image
",cju7dhpsc2dnn0818025m6857.png
cju77196iyshb0850ycbto50a.png,"one medium white round polyp, located in right of the image
",cju77196iyshb0850ycbto50a.png
cju5uzmaol56l0817flxh4w9p.png,"one small brown circle polyp, located in right of the image
",cju5uzmaol56l0817flxh4w9p.png
cju7deifq2fzn0755lc8idyh8.png,"one small brown round polyp, located in right of the image
",cju7deifq2fzn0755lc8idyh8.png
cju5fs6j6d8350801vglraq4u.png,"one medium white round polyp, located in center of the image
",cju5fs6j6d8350801vglraq4u.png
cju5k3j3uf6de0817hszzfr7n.png,"one small yellow circle polyp, located in center of the image
",cju5k3j3uf6de0817hszzfr7n.png
cju5wphwwlu3m0987hh3ltg88.png,"one small white triangular polyp, located in bottom right of the image
",cju5wphwwlu3m0987hh3ltg88.png
cju0vtox5ain6099360pu62rp.png,"one small white round polyp, located in top of the image
",cju0vtox5ain6099360pu62rp.png
cju5g163vd6mt0817uccuga6u.png,"one small white round polyp, located in bottom of the image
",cju5g163vd6mt0817uccuga6u.png
cju2np2k9zi3v079992ypxqkn.png,"one medium yellow triangular polyp, located in bottom of the image
",cju2np2k9zi3v079992ypxqkn.png
cju7d7tly27h408016fyp5nr7.png,"one medium yellow oval polyp, located in center of the image
",cju7d7tly27h408016fyp5nr7.png
cju35eg0tdmjt085525sb4bua.png,"one small brown round polyp, located in right of the image
",cju35eg0tdmjt085525sb4bua.png
cju1efbr0rqxz09931z0lf4vf.png,"one small white circle polyp, located in right of the image
",cju1efbr0rqxz09931z0lf4vf.png
cju3u815rg4ek0850vvhtcvcm.png,"one large orange round polyp, located in center of the image
",cju3u815rg4ek0850vvhtcvcm.png
cju0ue769mxii08019zqgdbxn.png,"one small orange kidney polyp, located in top of the image
",cju0ue769mxii08019zqgdbxn.png
cju7d7aut2a2p0818z4uxc6cd.png,"one small brown ovoid polyp, located in bottom right of the image
",cju7d7aut2a2p0818z4uxc6cd.png
cju5hjxaae3i40850h5z2laf5.png,"one medium white round polyp, located in center of the image
",cju5hjxaae3i40850h5z2laf5.png
cju7b3f5h1sm40755i572jden.png,"two medium white round polyp, located in top left, bottom right of the image
",cju7b3f5h1sm40755i572jden.png
cju2s16zp317h0799gr67jqc2.png,"one medium white round polyp, located in center of the image
",cju2s16zp317h0799gr67jqc2.png
cju85nr8elly209872w9n5m0s.png,"one small brown circle polyp, located in bottom of the image
",cju85nr8elly209872w9n5m0s.png
cju3tx1qyg0c907552fglumhc.png,"one small white ear polyp, located in top of the image
",cju3tx1qyg0c907552fglumhc.png
cju1haab178i70799tk9z8y8x.png,"one medium white round polyp, located in bottom of the image
",cju1haab178i70799tk9z8y8x.png
cju34xspwzenf0993cyzajv9n.png,"two small, medium orange round polyp, located in center, bottom right of the image
",cju34xspwzenf0993cyzajv9n.png
cju7aklv31h4309871m29l4e7.png,"one medium brown oval polyp, located in center of the image
",cju7aklv31h4309871m29l4e7.png
cju3yb47cj1xq0817zfotbni4.png,"one medium white round polyp, located in bottom of the image
",cju3yb47cj1xq0817zfotbni4.png
cju15jr8jz8sb0855ukmkswkz.png,"two large white round polyp, located in top left, right of the image
",cju15jr8jz8sb0855ukmkswkz.png
cju2t2ivz43i10878zeg8r1br.png,"one small brown circle polyp, located in center of the image
",cju2t2ivz43i10878zeg8r1br.png
cju2iatlki5u309930zmgkv6h.png,"two medium white round polyp, located in top left, right of the image
",cju2iatlki5u309930zmgkv6h.png
cju8djdqztu6408506pzhlo18.png,"one medium yellow round polyp, located in top right of the image
",cju8djdqztu6408506pzhlo18.png
cju8auylgqx0z0871u4o4db7o.png,"one small pink round polyp, located in top right of the image
",cju8auylgqx0z0871u4o4db7o.png
cju32fhnhbds40799broyoptc.png,"one small white oval polyp, located in center of the image
",cju32fhnhbds40799broyoptc.png
cju83kxitjv340987z09m0ezy.png,"one small white oval polyp, located in right of the image
",cju83kxitjv340987z09m0ezy.png
cju8bgdmqrksy0801tozdmraa.png,"one small brown round polyp, located in top of the image
",cju8bgdmqrksy0801tozdmraa.png
cju2zp89k9q1g0855k1x0f1xa.png,"one small white circle polyp, located in right of the image
",cju2zp89k9q1g0855k1x0f1xa.png
cju5ufn3skquf0818dhapnhba.png,"one small yellow round polyp, located in center of the image
",cju5ufn3skquf0818dhapnhba.png
cju1b3zgj3d8e0801kpolea6c.png,"one medium white round polyp, located in center of the image
",cju1b3zgj3d8e0801kpolea6c.png
cju5klveuff6w0871wbibgh3m.png,"one small white ovoid polyp, located in center of the image
",cju5klveuff6w0871wbibgh3m.png
cju2spdagu1l50835da1f46fr.png,"one small white round polyp, located in center of the image
",cju2spdagu1l50835da1f46fr.png
cju892fesoq2g0801n0e0jyia.png,"one medium white round polyp, located in center of the image
",cju892fesoq2g0801n0e0jyia.png
cju7d1tvt25bu08019dvw3uff.png,"two medium white round polyp, located in top left, bottom of the image
",cju7d1tvt25bu08019dvw3uff.png
cju6yxyt0wh080871sqpepu47.png,"one small white round polyp, located in center of the image
",cju6yxyt0wh080871sqpepu47.png
cju2sggy13na70855tbeoqgha.png,"one medium white round polyp, located in center of the image
",cju2sggy13na70855tbeoqgha.png
cju32gzs6xo8x0993r8tedbpb.png,"three small, medium white round polyp, located in top left, left, bottom right of the image
",cju32gzs6xo8x0993r8tedbpb.png
cju17bz250pgd0799u1hqkj5u.png,"one medium brown oval polyp, located in top of the image
",cju17bz250pgd0799u1hqkj5u.png
cju7d8m3b2e210755l8fj1yph.png,"one medium white round polyp, located in top right of the image
",cju7d8m3b2e210755l8fj1yph.png
cju42nm68lpyo0818xvvqmupq.png,"one medium white triangular polyp, located in left of the image
",cju42nm68lpyo0818xvvqmupq.png
cju1d31sp4d4k0878r3fr02ul.png,"one small brown oval polyp, located in right of the image
",cju1d31sp4d4k0878r3fr02ul.png
cju5xq3tdm9fn0987pbedxdg5.png,"one small white triangular polyp, located in bottom right of the image
",cju5xq3tdm9fn0987pbedxdg5.png
cju2i8br1vqtd08784u6vmcjk.png,"one medium yellow round polyp, located in bottom right of the image
",cju2i8br1vqtd08784u6vmcjk.png
cju7cq6su27qv075574dir0r3.png,"one medium white round polyp, located in center of the image
",cju7cq6su27qv075574dir0r3.png
cju7ahtkb1jr90801jck4kbds.png,"one medium pink oval polyp, located in bottom right of the image
",cju7ahtkb1jr90801jck4kbds.png
cju32upim1z7u0988l883nqp6.png,"one medium orange round polyp, located in right of the image
",cju32upim1z7u0988l883nqp6.png
cju5ht88gedbu0755xrcuddcx.png,"one medium white a thumb polyp, located in top of the image
",cju5ht88gedbu0755xrcuddcx.png
cju16whaj0e7n0855q7b6cjkm.png,"one medium white it is a triangular shape polyp, located in center of the image
",cju16whaj0e7n0855q7b6cjkm.png
cju7db7lp2f400755tntd1ohf.png,"two medium white round polyp, located in top left, right of the image
",cju7db7lp2f400755tntd1ohf.png
cju33za6l2qy70988jhrlp2ev.png,"one small white round polyp, located in left of the image
",cju33za6l2qy70988jhrlp2ev.png
cju3xuj20ivgp0818mij8bjrd.png,"one small white circle polyp, located in center of the image
",cju3xuj20ivgp0818mij8bjrd.png
cju2oq5570avm079959o20op1.png,"two medium white round polyp, located in top left, bottom right of the image
",cju2oq5570avm079959o20op1.png
cju2s9g11pnra0993gn4eh793.png,"two large yellow round polyp, located in top left, right of the image
",cju2s9g11pnra0993gn4eh793.png
cju7etr3y2p4t0801cdzjj8ab.png,"one small white circle polyp, located in center of the image
",cju7etr3y2p4t0801cdzjj8ab.png
cju84dsvaklpx098750hp83x4.png,"two large yellow round polyp, located in top left, center of the image
",cju84dsvaklpx098750hp83x4.png
cju1cbokpuiw70988j4lq1fpi.png,"one small white oval polyp, located in bottom of the image
",cju1cbokpuiw70988j4lq1fpi.png
cju2z9vlp9j0w0801oag91sy9.png,"one small white round polyp, located in center of the image
",cju2z9vlp9j0w0801oag91sy9.png
cju5udcufki0s09874ll1dbr5.png,"one medium red round polyp, located in bottom right of the image
",cju5udcufki0s09874ll1dbr5.png
cju2pag1f0s4r0878h52uq83s.png,"one small white round polyp, located in bottom of the image
",cju2pag1f0s4r0878h52uq83s.png
cju1gv7106qd008784gk603mg.png,"one medium pink it is round polyp, located in top right of the image
",cju1gv7106qd008784gk603mg.png
cju2igw4gvxds0878808qj398.png,"two large orange round polyp, located in top left, left of the image
",cju2igw4gvxds0878808qj398.png
cju1fb9236a110801yvg0fwju.png,"two large yellow triangular polyp, located in top left, center of the image
",cju1fb9236a110801yvg0fwju.png
cju88oh0po9gq0801nge4tgr1.png,"one small white oval polyp, located in right of the image
",cju88oh0po9gq0801nge4tgr1.png
cju7bgnvb1sf808717qa799ir.png,"one medium white oval polyp, located in center of the image
",cju7bgnvb1sf808717qa799ir.png
cju5thdbrjp1108715xdfx356.png,"one small white circle polyp, located in bottom of the image
",cju5thdbrjp1108715xdfx356.png
cju7bc95p1mdm0817yqj5jc6j.png,"one medium white round polyp, located in center of the image
",cju7bc95p1mdm0817yqj5jc6j.png
cju88itqbny720987hxizbj5y.png,"one medium yellow round polyp, located in center of the image
",cju88itqbny720987hxizbj5y.png
cju85mpuglq8k0818d2it6hzb.png,"one medium white round polyp, located in center of the image
",cju85mpuglq8k0818d2it6hzb.png
cjyzuio1qgh040763k56deohv.png,"one small brown circle polyp, located in center of the image
",cjyzuio1qgh040763k56deohv.png
cju2zm0axztpe0988r8s9twjr.png,"one small pink oval polyp, located in top of the image
",cju2zm0axztpe0988r8s9twjr.png
cju2zdvjn9h7r08553cp4eed5.png,"one small white circle polyp, located in left of the image
",cju2zdvjn9h7r08553cp4eed5.png
cju1hhj6mxfp90835n3wofrap.png,"one small white triangular polyp, located in center of the image
",cju1hhj6mxfp90835n3wofrap.png
cjyzl833ndne80838pzuq6ila.png,"one medium orange round polyp, located in center of the image
",cjyzl833ndne80838pzuq6ila.png
cju16d65tzw9d0799ouslsw25.png,"one small white circle polyp, located in center of the image
",cju16d65tzw9d0799ouslsw25.png
ck2bxskgxxzfv08386xkqtqdy.png,"two small white triangular polyp, located in top right, bottom right of the image
",ck2bxskgxxzfv08386xkqtqdy.png
cju8dpa89u6l80818dj6lldh9.png,"one medium white round polyp, located in bottom of the image
",cju8dpa89u6l80818dj6lldh9.png
cju2lberzkdzm09938cl40pog.png,"one medium white round polyp, located in center of the image
",cju2lberzkdzm09938cl40pog.png
cju5x00l6m5j608503k78ptee.png,"one large white circle polyp, located in center of the image
",cju5x00l6m5j608503k78ptee.png
cju34uhepd3dd0799hs8782ad.png,"one small yellow round polyp, located in center of the image
",cju34uhepd3dd0799hs8782ad.png
cju8914beokbf0850isxpocrk.png,"one small white circle polyp, located in right of the image
",cju8914beokbf0850isxpocrk.png
cju3xhpvvimda0987ygrpzni2.png,"one medium brown round polyp, located in right of the image
",cju3xhpvvimda0987ygrpzni2.png
cju3umoh1geet0817cmpef5am.png,"two medium yellow round polyp, located in top left, bottom of the image
",cju3umoh1geet0817cmpef5am.png
cju1ffnjn6ctm08015perkg37.png,"one medium yellow round polyp, located in right of the image
",cju1ffnjn6ctm08015perkg37.png
cju7flevb2wii08188otgs9p2.png,"two large yellow round polyp, located in top left, center of the image
",cju7flevb2wii08188otgs9p2.png
cju5b9oyda4yr0850g9viziyv.png,"one small white circle polyp, located in right of the image
",cju5b9oyda4yr0850g9viziyv.png
cju42py9mlqyd0818u3d1d7ga.png,"two medium yellow round polyp, located in top left, bottom right of the image
",cju42py9mlqyd0818u3d1d7ga.png
cju0qoxqj9q6s0835b43399p4.png,"one medium white circle polyp, located in center of the image
",cju0qoxqj9q6s0835b43399p4.png
cju5i5oh2efg60987ez6cpf72.png,"one medium orange round polyp, located in right of the image
",cju5i5oh2efg60987ez6cpf72.png
cju2m71z2ywwv080131bcrsd3.png,"one medium yellow round polyp, located in bottom of the image
",cju2m71z2ywwv080131bcrsd3.png
cju1hs0za7jha0855vj0mdrjt.png,"one medium yellow round polyp, located in center of the image
",cju1hs0za7jha0855vj0mdrjt.png
cju30k2z40ds308353kdew70n.png,"one medium tan round polyp, located in center of the image
",cju30k2z40ds308353kdew70n.png
